1173108, db1025, 2452b9f, 21b2ebe, 35a2eb0, 3536a22, bfbca6, e81bd6, 1ffd154, 8efc4, 3694571, 23f23ab, 1fa42b1, 582d3d, 3ca670b, 38bf9eb, 1be928c, 1486bf4, 162049, 2966b, 
1173108, db1025, 2452b9f, 21b2ebe, 35a2eb0, 3536a22, bfbca6, e81bd6, 1ffd154, 8efc4, 3694571, 23f23ab, 1fa42b1, 582d3d, 3ca670b, 38bf9eb, 1be928c, 1486bf4, 162049, 2966b, 
1173108, db1025, 2452b9f, 21b2ebe, 35a2eb0, 3536a22, bfbca6, e81bd6, 1ffd154, 8efc4, 3694571, 23f23ab, 1fa42b1, 582d3d, 3ca670b, 38bf9eb, 1be928c, 1486bf4, 162049, 2966b, 
1173108, db1025, 2452b9f, 21b2ebe, 35a2eb0, 3536a22, bfbca6, e81bd6, 1ffd154, 8efc4, 3694571, 23f23ab, 1fa42b1, 582d3d, 3ca670b, 38bf9eb, 1be928c, 1486bf4, 162049, 2966b, 
1173108, db1025, 2452b9f, 21b2ebe, 35a2eb0, 3536a22, bfbca6, e81bd6, 1ffd154, 8efc4, 3694571, 23f23ab, 1fa42b1, 582d3d, 3ca670b, 38bf9eb, 1be928c, 1486bf4, 162049, 2966b, 
1173108, db1025, 2452b9f, 21b2ebe, 35a2eb0, 3536a22, bfbca6, e81bd6, 1ffd154, 8efc4, 3694571, 23f23ab, 1fa42b1, 582d3d, 3ca670b, 38bf9eb, 1be928c, 1486bf4, 162049, 2966b, 
1173108, db1025, 2452b9f, 21b2ebe, 35a2eb0, 3536a22, bfbca6, e81bd6, 1ffd154, 8efc4, 3694571, 23f23ab, 1fa42b1, 582d3d, 3ca670b, 38bf9eb, 1be928c, 1486bf4, 162049, 2966b, 
1173108, db1025, 2452b9f, 21b2ebe, 35a2eb0, 3536a22, bfbca6, e81bd6, 1ffd154, 8efc4, 3694571, 23f23ab, 1fa42b1, 582d3d, 3ca670b, 38bf9eb, 1be928c, 1486bf4, 162049, 2966b, 
Cycle counts:          72820651, 72343402, 72323889, 72450880, 72431388, 72289609, 72388236, 72452752, 72222308, 72378618, 72387913, 72315927, 72298251, 72285830, 72133104, 72321180, 72306470, 72379840, 72413831, 72396657, 
Branch dir mis:        1219009, 1219029, 1219017, 1219017, 1219033, 1219011, 1219033, 1219016, 1219021, 1219038, 1219021, 1219027, 1219018, 1219032, 1219030, 1219034, 1219025, 1219037, 1219016, 1219017, 
Branch target mis:    593185, 593094, 593105, 593127, 593117, 593121, 593111, 593107, 593109, 593093, 593097, 593107, 593148, 593114, 593086, 593116, 593124, 593104, 593110, 593120, 
Result: fa3b2b16052232c23456c5e7cfe5c7d73fca48927218d102837a1909408cca3c
Expected result: fa3b2b16052232c23456c5e7cfe5c7d73fca48927218d102837a1909408cca3c
1db88b7, 1437506, 2a4f48f, 1074c0a, b6a653, 7b9bde, a5da8d, 281c889, 109c773, 6d2bd, 97a50d, 11f6f47, 20010dc, 2fa7de2, 30b00c8, 205175f, d846be, 93713a, 4ab0db, 1cb9a, 
d31105, 19c07cf, 3d5ddbc, 1deaa97, 17f1dab, 33b3264, 26fbe34, 2ddcbe9, 17e870d, 19f630, bb963f, ac0c92, 244d57c, 3c20d27, 5e9fd4, b4c367, af6ad8, 1fbcff2, 68173f, 1e26d9, 
d31105, 19c07cf, 3d5ddbc, 1deaa97, 17f1dab, 33b3264, 26fbe34, 2ddcbe9, 17e870d, 19f630, bb963f, ac0c92, 244d57c, 3c20d27, 5e9fd4, b4c367, af6ad8, 1fbcff2, 68173f, 1e26d9, 
d31105, 19c07cf, 3d5ddbc, 1deaa97, 17f1dab, 33b3264, 26fbe34, 2ddcbe9, 17e870d, 19f630, bb963f, ac0c92, 244d57c, 3c20d27, 5e9fd4, b4c367, af6ad8, 1fbcff2, 68173f, 1e26d9, 
d31105, 19c07cf, 3d5ddbc, 1deaa97, 17f1dab, 33b3264, 26fbe34, 2ddcbe9, 17e870d, 19f630, bb963f, ac0c92, 244d57c, 3c20d27, 5e9fd4, b4c367, af6ad8, 1fbcff2, 68173f, 1e26d9, 
d31105, 19c07cf, 3d5ddbc, 1deaa97, 17f1dab, 33b3264, 26fbe34, 2ddcbe9, 17e870d, 19f630, bb963f, ac0c92, 244d57c, 3c20d27, 5e9fd4, b4c367, af6ad8, 1fbcff2, 68173f, 1e26d9, 
d31105, 19c07cf, 3d5ddbc, 1deaa97, 17f1dab, 33b3264, 26fbe34, 2ddcbe9, 17e870d, 19f630, bb963f, ac0c92, 244d57c, 3c20d27, 5e9fd4, b4c367, af6ad8, 1fbcff2, 68173f, 1e26d9, 
d31105, 19c07cf, 3d5ddbc, 1deaa97, 17f1dab, 33b3264, 26fbe34, 2ddcbe9, 17e870d, 19f630, bb963f, ac0c92, 244d57c, 3c20d27, 5e9fd4, b4c367, af6ad8, 1fbcff2, 68173f, 1e26d9, 
d31105, 19c07cf, 3d5ddbc, 1deaa97, 17f1dab, 33b3264, 26fbe34, 2ddcbe9, 17e870d, 19f630, bb963f, ac0c92, 244d57c, 3c20d27, 5e9fd4, b4c367, af6ad8, 1fbcff2, 68173f, 1e26d9, 
d31105, 19c07cf, 3d5ddbc, 1deaa97, 17f1dab, 33b3264, 26fbe34, 2ddcbe9, 17e870d, 19f630, bb963f, ac0c92, 244d57c, 3c20d27, 5e9fd4, b4c367, af6ad8, 1fbcff2, 68173f, 1e26d9, 
d31105, 19c07cf, 3d5ddbc, 1deaa97, 17f1dab, 33b3264, 26fbe34, 2ddcbe9, 17e870d, 19f630, bb963f, ac0c92, 244d57c, 3c20d27, 5e9fd4, b4c367, af6ad8, 1fbcff2, 68173f, 1e26d9, 
d31105, 19c07cf, 3d5ddbc, 1deaa97, 17f1dab, 33b3264, 26fbe34, 2ddcbe9, 17e870d, 19f630, bb963f, ac0c92, 244d57c, 3c20d27, 5e9fd4, b4c367, af6ad8, 1fbcff2, 68173f, 1e26d9, 
d31105, 19c07cf, 3d5ddbc, 1deaa97, 17f1dab, 33b3264, 26fbe34, 2ddcbe9, 17e870d, 19f630, bb963f, ac0c92, 244d57c, 3c20d27, 5e9fd4, b4c367, af6ad8, 1fbcff2, 68173f, 1e26d9, 
d31105, 19c07cf, 3d5ddbc, 1deaa97, 17f1dab, 33b3264, 26fbe34, 2ddcbe9, 17e870d, 19f630, bb963f, ac0c92, 244d57c, 3c20d27, 5e9fd4, b4c367, af6ad8, 1fbcff2, 68173f, 1e26d9, 
d31105, 19c07cf, 3d5ddbc, 1deaa97, 17f1dab, 33b3264, 26fbe34, 2ddcbe9, 17e870d, 19f630, bb963f, ac0c92, 244d57c, 3c20d27, 5e9fd4, b4c367, af6ad8, 1fbcff2, 68173f, 1e26d9, 
d31105, 19c07cf, 3d5ddbc, 1deaa97, 17f1dab, 33b3264, 26fbe34, 2ddcbe9, 17e870d, 19f630, bb963f, ac0c92, 244d57c, 3c20d27, 5e9fd4, b4c367, af6ad8, 1fbcff2, 68173f, 1e26d9, 
d31105, 19c07cf, 3d5ddbc, 1deaa97, 17f1dab, 33b3264, 26fbe34, 2ddcbe9, 17e870d, 19f630, bb963f, ac0c92, 244d57c, 3c20d27, 5e9fd4, b4c367, af6ad8, 1fbcff2, 68173f, 1e26d9, 
d31105, 19c07cf, 3d5ddbc, 1deaa97, 17f1dab, 33b3264, 26fbe34, 2ddcbe9, 17e870d, 19f630, bb963f, ac0c92, 244d57c, 3c20d27, 5e9fd4, b4c367, af6ad8, 1fbcff2, 68173f, 1e26d9, 
d31105, 19c07cf, 3d5ddbc, 1deaa97, 17f1dab, 33b3264, 26fbe34, 2ddcbe9, 17e870d, 19f630, bb963f, ac0c92, 244d57c, 3c20d27, 5e9fd4, b4c367, af6ad8, 1fbcff2, 68173f, 1e26d9, 
d31105, 19c07cf, 3d5ddbc, 1deaa97, 17f1dab, 33b3264, 26fbe34, 2ddcbe9, 17e870d, 19f630, bb963f, ac0c92, 244d57c, 3c20d27, 5e9fd4, b4c367, af6ad8, 1fbcff2, 68173f, 1e26d9, 
d31105, 19c07cf, 3d5ddbc, 1deaa97, 17f1dab, 33b3264, 26fbe34, 2ddcbe9, 17e870d, 19f630, bb963f, ac0c92, 244d57c, 3c20d27, 5e9fd4, b4c367, af6ad8, 1fbcff2, 68173f, 1e26d9, 
Cycle counts:          72857775, 72480183, 72398953, 72498166, 72415733, 72256772, 72270412, 72456317, 72238174, 72445153, 72461551, 72161322, 72376842, 72358642, 72261241, 72347016, 72339751, 72317862, 72332741, 72339801, 
Branch dir mis:        1222262, 1219524, 1219563, 1219585, 1219571, 1219563, 1219559, 1219558, 1219530, 1219571, 1219575, 1219551, 1219571, 1219561, 1219571, 1219556, 1219551, 1219577, 1219571, 1219558, 
Branch target mis:    591880, 592408, 592443, 592435, 592454, 592480, 592453, 592475, 592462, 592445, 592501, 592451, 592440, 592458, 592449, 592452, 592457, 592500, 592447, 592447, 
Result: dd0cfab62dc0c0dc91c9f7f9c975d128d3c76ea512c17cb5c5c4c7d74e663320
Expected result: dd0cfab62dc0c0dc91c9f7f9c975d128d3c76ea512c17cb5c5c4c7d74e663320
3eca82d, 2bf01de, 2174fc4, 2f16905, bf5b3, c66ed, 2213b2f, 4ee8ee, 196b6f, 8d9d8, 2ba9c6b, 2203a04, 7f7b87, 3261b78, 1d27d5, 2b17ce, 1ec5f36, 271e37a, 1549aa5, b1569, 
3eca82d, 2bf01de, 2174fc4, 2f16905, bf5b3, c66ed, 2213b2f, 4ee8ee, 196b6f, 8d9d8, 2ba9c6b, 2203a04, 7f7b87, 3261b78, 1d27d5, 2b17ce, 1ec5f36, 271e37a, 1549aa5, b1569, 
3eca82d, 2bf01de, 2174fc4, 2f16905, bf5b3, c66ed, 2213b2f, 4ee8ee, 196b6f, 8d9d8, 2ba9c6b, 2203a04, 7f7b87, 3261b78, 1d27d5, 2b17ce, 1ec5f36, 271e37a, 1549aa5, b1569, 
3eca82d, 2bf01de, 2174fc4, 2f16905, bf5b3, c66ed, 2213b2f, 4ee8ee, 196b6f, 8d9d8, 2ba9c6b, 2203a04, 7f7b87, 3261b78, 1d27d5, 2b17ce, 1ec5f36, 271e37a, 1549aa5, b1569, 
3eca82d, 2bf01de, 2174fc4, 2f16905, bf5b3, c66ed, 2213b2f, 4ee8ee, 196b6f, 8d9d8, 2ba9c6b, 2203a04, 7f7b87, 3261b78, 1d27d5, 2b17ce, 1ec5f36, 271e37a, 1549aa5, b1569, 
3eca82d, 2bf01de, 2174fc4, 2f16905, bf5b3, c66ed, 2213b2f, 4ee8ee, 196b6f, 8d9d8, 2ba9c6b, 2203a04, 7f7b87, 3261b78, 1d27d5, 2b17ce, 1ec5f36, 271e37a, 1549aa5, b1569, 
3eca82d, 2bf01de, 2174fc4, 2f16905, bf5b3, c66ed, 2213b2f, 4ee8ee, 196b6f, 8d9d8, 2ba9c6b, 2203a04, 7f7b87, 3261b78, 1d27d5, 2b17ce, 1ec5f36, 271e37a, 1549aa5, b1569, 
3eca82d, 2bf01de, 2174fc4, 2f16905, bf5b3, c66ed, 2213b2f, 4ee8ee, 196b6f, 8d9d8, 2ba9c6b, 2203a04, 7f7b87, 3261b78, 1d27d5, 2b17ce, 1ec5f36, 271e37a, 1549aa5, b1569, 
3eca82d, 2bf01de, 2174fc4, 2f16905, bf5b3, c66ed, 2213b2f, 4ee8ee, 196b6f, 8d9d8, 2ba9c6b, 2203a04, 7f7b87, 3261b78, 1d27d5, 2b17ce, 1ec5f36, 271e37a, 1549aa5, b1569, 
3eca82d, 2bf01de, 2174fc4, 2f16905, bf5b3, c66ed, 2213b2f, 4ee8ee, 196b6f, 8d9d8, 2ba9c6b, 2203a04, 7f7b87, 3261b78, 1d27d5, 2b17ce, 1ec5f36, 271e37a, 1549aa5, b1569, 
3eca82d, 2bf01de, 2174fc4, 2f16905, bf5b3, c66ed, 2213b2f, 4ee8ee, 196b6f, 8d9d8, 2ba9c6b, 2203a04, 7f7b87, 3261b78, 1d27d5, 2b17ce, 1ec5f36, 271e37a, 1549aa5, b1569, 
3eca82d, 2bf01de, 2174fc4, 2f16905, bf5b3, c66ed, 2213b2f, 4ee8ee, 196b6f, 8d9d8, 2ba9c6b, 2203a04, 7f7b87, 3261b78, 1d27d5, 2b17ce, 1ec5f36, 271e37a, 1549aa5, b1569, 
3eca82d, 2bf01de, 2174fc4, 2f16905, bf5b3, c66ed, 2213b2f, 4ee8ee, 196b6f, 8d9d8, 2ba9c6b, 2203a04, 7f7b87, 3261b78, 1d27d5, 2b17ce, 1ec5f36, 271e37a, 1549aa5, b1569, 
3eca82d, 2bf01de, 2174fc4, 2f16905, bf5b3, c66ed, 2213b2f, 4ee8ee, 196b6f, 8d9d8, 2ba9c6b, 2203a04, 7f7b87, 3261b78, 1d27d5, 2b17ce, 1ec5f36, 271e37a, 1549aa5, b1569, 
3eca82d, 2bf01de, 2174fc4, 2f16905, bf5b3, c66ed, 2213b2f, 4ee8ee, 196b6f, 8d9d8, 2ba9c6b, 2203a04, 7f7b87, 3261b78, 1d27d5, 2b17ce, 1ec5f36, 271e37a, 1549aa5, b1569, 
3eca82d, 2bf01de, 2174fc4, 2f16905, bf5b3, c66ed, 2213b2f, 4ee8ee, 196b6f, 8d9d8, 2ba9c6b, 2203a04, 7f7b87, 3261b78, 1d27d5, 2b17ce, 1ec5f36, 271e37a, 1549aa5, b1569, 
3eca82d, 2bf01de, 2174fc4, 2f16905, bf5b3, c66ed, 2213b2f, 4ee8ee, 196b6f, 8d9d8, 2ba9c6b, 2203a04, 7f7b87, 3261b78, 1d27d5, 2b17ce, 1ec5f36, 271e37a, 1549aa5, b1569, 
3eca82d, 2bf01de, 2174fc4, 2f16905, bf5b3, c66ed, 2213b2f, 4ee8ee, 196b6f, 8d9d8, 2ba9c6b, 2203a04, 7f7b87, 3261b78, 1d27d5, 2b17ce, 1ec5f36, 271e37a, 1549aa5, b1569, 
3eca82d, 2bf01de, 2174fc4, 2f16905, bf5b3, c66ed, 2213b2f, 4ee8ee, 196b6f, 8d9d8, 2ba9c6b, 2203a04, 7f7b87, 3261b78, 1d27d5, 2b17ce, 1ec5f36, 271e37a, 1549aa5, b1569, 
3eca82d, 2bf01de, 2174fc4, 2f16905, bf5b3, c66ed, 2213b2f, 4ee8ee, 196b6f, 8d9d8, 2ba9c6b, 2203a04, 7f7b87, 3261b78, 1d27d5, 2b17ce, 1ec5f36, 271e37a, 1549aa5, b1569, 
3eca82d, 2bf01de, 2174fc4, 2f16905, bf5b3, c66ed, 2213b2f, 4ee8ee, 196b6f, 8d9d8, 2ba9c6b, 2203a04, 7f7b87, 3261b78, 1d27d5, 2b17ce, 1ec5f36, 271e37a, 1549aa5, b1569, 
Cycle counts:          72772351, 72295186, 72275236, 72402338, 72382520, 72240958, 72339385, 72404220, 72173823, 72329965, 72339139, 72267563, 72249790, 72236996, 72084577, 72272319, 72257875, 72330747, 72365495, 72348104, 
Branch dir mis:        1216076, 1216065, 1216062, 1216054, 1216064, 1216069, 1216060, 1216053, 1216049, 1216053, 1216060, 1216060, 1216067, 1216060, 1216057, 1216053, 1216057, 1216070, 1216057, 1216063, 
Branch target mis:    592777, 592722, 592744, 592720, 592677, 592862, 592840, 592852, 592838, 592889, 592838, 592846, 592695, 592833, 592841, 592888, 592843, 592862, 592852, 592729, 
Result: 9a8c14f124d0c1e78863e2c7df3cca177250b57adaa6b3bac728d363be14a475
Expected result: 9a8c14f124d0c1e78863e2c7df3cca177250b57adaa6b3bac728d363be14a475
2e78599, 183192c, 1c4afa4, 307e406, acef8e, 94d183, 3d04c7d, 1326ea6, 33eaba1, 112d66, 2a27289, 304c349, 253a24d, 279d2a3, 2c256ff, 8fbf77, 31d65, 6712dc, cdede1, c627f, 
2e78599, 183192c, 1c4afa4, 307e406, acef8e, 94d183, 3d04c7d, 1326ea6, 33eaba1, 112d66, 2a27289, 304c349, 253a24d, 279d2a3, 2c256ff, 8fbf77, 31d65, 6712dc, cdede1, c627f, 
2e78599, 183192c, 1c4afa4, 307e406, acef8e, 94d183, 3d04c7d, 1326ea6, 33eaba1, 112d66, 2a27289, 304c349, 253a24d, 279d2a3, 2c256ff, 8fbf77, 31d65, 6712dc, cdede1, c627f, 
2e78599, 183192c, 1c4afa4, 307e406, acef8e, 94d183, 3d04c7d, 1326ea6, 33eaba1, 112d66, 2a27289, 304c349, 253a24d, 279d2a3, 2c256ff, 8fbf77, 31d65, 6712dc, cdede1, c627f, 
2e78599, 183192c, 1c4afa4, 307e406, acef8e, 94d183, 3d04c7d, 1326ea6, 33eaba1, 112d66, 2a27289, 304c349, 253a24d, 279d2a3, 2c256ff, 8fbf77, 31d65, 6712dc, cdede1, c627f, 
2e78599, 183192c, 1c4afa4, 307e406, acef8e, 94d183, 3d04c7d, 1326ea6, 33eaba1, 112d66, 2a27289, 304c349, 253a24d, 279d2a3, 2c256ff, 8fbf77, 31d65, 6712dc, cdede1, c627f, 
2e78599, 183192c, 1c4afa4, 307e406, acef8e, 94d183, 3d04c7d, 1326ea6, 33eaba1, 112d66, 2a27289, 304c349, 253a24d, 279d2a3, 2c256ff, 8fbf77, 31d65, 6712dc, cdede1, c627f, 
2e78599, 183192c, 1c4afa4, 307e406, acef8e, 94d183, 3d04c7d, 1326ea6, 33eaba1, 112d66, 2a27289, 304c349, 253a24d, 279d2a3, 2c256ff, 8fbf77, 31d65, 6712dc, cdede1, c627f, 
2e78599, 183192c, 1c4afa4, 307e406, acef8e, 94d183, 3d04c7d, 1326ea6, 33eaba1, 112d66, 2a27289, 304c349, 253a24d, 279d2a3, 2c256ff, 8fbf77, 31d65, 6712dc, cdede1, c627f, 
2e78599, 183192c, 1c4afa4, 307e406, acef8e, 94d183, 3d04c7d, 1326ea6, 33eaba1, 112d66, 2a27289, 304c349, 253a24d, 279d2a3, 2c256ff, 8fbf77, 31d65, 6712dc, cdede1, c627f, 
2e78599, 183192c, 1c4afa4, 307e406, acef8e, 94d183, 3d04c7d, 1326ea6, 33eaba1, 112d66, 2a27289, 304c349, 253a24d, 279d2a3, 2c256ff, 8fbf77, 31d65, 6712dc, cdede1, c627f, 
2e78599, 183192c, 1c4afa4, 307e406, acef8e, 94d183, 3d04c7d, 1326ea6, 33eaba1, 112d66, 2a27289, 304c349, 253a24d, 279d2a3, 2c256ff, 8fbf77, 31d65, 6712dc, cdede1, c627f, 
2e78599, 183192c, 1c4afa4, 307e406, acef8e, 94d183, 3d04c7d, 1326ea6, 33eaba1, 112d66, 2a27289, 304c349, 253a24d, 279d2a3, 2c256ff, 8fbf77, 31d65, 6712dc, cdede1, c627f, 
2e78599, 183192c, 1c4afa4, 307e406, acef8e, 94d183, 3d04c7d, 1326ea6, 33eaba1, 112d66, 2a27289, 304c349, 253a24d, 279d2a3, 2c256ff, 8fbf77, 31d65, 6712dc, cdede1, c627f, 
2e78599, 183192c, 1c4afa4, 307e406, acef8e, 94d183, 3d04c7d, 1326ea6, 33eaba1, 112d66, 2a27289, 304c349, 253a24d, 279d2a3, 2c256ff, 8fbf77, 31d65, 6712dc, cdede1, c627f, 
2e78599, 183192c, 1c4afa4, 307e406, acef8e, 94d183, 3d04c7d, 1326ea6, 33eaba1, 112d66, 2a27289, 304c349, 253a24d, 279d2a3, 2c256ff, 8fbf77, 31d65, 6712dc, cdede1, c627f, 
2e78599, 183192c, 1c4afa4, 307e406, acef8e, 94d183, 3d04c7d, 1326ea6, 33eaba1, 112d66, 2a27289, 304c349, 253a24d, 279d2a3, 2c256ff, 8fbf77, 31d65, 6712dc, cdede1, c627f, 
2e78599, 183192c, 1c4afa4, 307e406, acef8e, 94d183, 3d04c7d, 1326ea6, 33eaba1, 112d66, 2a27289, 304c349, 253a24d, 279d2a3, 2c256ff, 8fbf77, 31d65, 6712dc, cdede1, c627f, 
2e78599, 183192c, 1c4afa4, 307e406, acef8e, 94d183, 3d04c7d, 1326ea6, 33eaba1, 112d66, 2a27289, 304c349, 253a24d, 279d2a3, 2c256ff, 8fbf77, 31d65, 6712dc, cdede1, c627f, 
2e78599, 183192c, 1c4afa4, 307e406, acef8e, 94d183, 3d04c7d, 1326ea6, 33eaba1, 112d66, 2a27289, 304c349, 253a24d, 279d2a3, 2c256ff, 8fbf77, 31d65, 6712dc, cdede1, c627f, 
2e78599, 183192c, 1c4afa4, 307e406, acef8e, 94d183, 3d04c7d, 1326ea6, 33eaba1, 112d66, 2a27289, 304c349, 253a24d, 279d2a3, 2c256ff, 8fbf77, 31d65, 6712dc, cdede1, c627f, 
Cycle counts:          72899871, 72519754, 72438519, 72537689, 72455261, 72296448, 72309929, 72495811, 72277996, 72484638, 72501104, 72201091, 72416362, 72398053, 72300766, 72386387, 72379233, 72357503, 72372207, 72379300, 
Branch dir mis:        1224062, 1224039, 1224037, 1224049, 1224049, 1224051, 1224042, 1224029, 1224039, 1224039, 1224050, 1224063, 1224032, 1224027, 1224039, 1224040, 1224021, 1224043, 1224030, 1224038, 
Branch target mis:    595564, 595533, 595549, 595540, 595542, 595610, 595539, 595617, 595617, 595539, 595604, 595608, 595544, 595532, 595548, 595607, 595540, 595533, 595531, 595529, 
Result: 0b07d7fa6d6a9a85e8c48fbfd2394a73fe6c5b5bd06d6fb22db1e5d5ebc6e33f
Expected result: 0b07d7fa6d6a9a85e8c48fbfd2394a73fe6c5b5bd06d6fb22db1e5d5ebc6e33f
1cb6fbe, 134ed86, 209e785, 1ae973a, 11a4342, 109ece5, 1b84957, 22589b1, 2ec3746, 12b97a, fc2e04, 1e49a73, 37f6783, 32f6a7a, 21ddec, 128f81c, 321af0b, 3dfb4ac, 2d2b4d4, f6589, 
1cb6fbe, 134ed86, 209e785, 1ae973a, 11a4342, 109ece5, 1b84957, 22589b1, 2ec3746, 12b97a, fc2e04, 1e49a73, 37f6783, 32f6a7a, 21ddec, 128f81c, 321af0b, 3dfb4ac, 2d2b4d4, f6589, 
1cb6fbe, 134ed86, 209e785, 1ae973a, 11a4342, 109ece5, 1b84957, 22589b1, 2ec3746, 12b97a, fc2e04, 1e49a73, 37f6783, 32f6a7a, 21ddec, 128f81c, 321af0b, 3dfb4ac, 2d2b4d4, f6589, 
1cb6fbe, 134ed86, 209e785, 1ae973a, 11a4342, 109ece5, 1b84957, 22589b1, 2ec3746, 12b97a, fc2e04, 1e49a73, 37f6783, 32f6a7a, 21ddec, 128f81c, 321af0b, 3dfb4ac, 2d2b4d4, f6589, 
1cb6fbe, 134ed86, 209e785, 1ae973a, 11a4342, 109ece5, 1b84957, 22589b1, 2ec3746, 12b97a, fc2e04, 1e49a73, 37f6783, 32f6a7a, 21ddec, 128f81c, 321af0b, 3dfb4ac, 2d2b4d4, f6589, 
1cb6fbe, 134ed86, 209e785, 1ae973a, 11a4342, 109ece5, 1b84957, 22589b1, 2ec3746, 12b97a, fc2e04, 1e49a73, 37f6783, 32f6a7a, 21ddec, 128f81c, 321af0b, 3dfb4ac, 2d2b4d4, f6589, 
1cb6fbe, 134ed86, 209e785, 1ae973a, 11a4342, 109ece5, 1b84957, 22589b1, 2ec3746, 12b97a, fc2e04, 1e49a73, 37f6783, 32f6a7a, 21ddec, 128f81c, 321af0b, 3dfb4ac, 2d2b4d4, f6589, 
1cb6fbe, 134ed86, 209e785, 1ae973a, 11a4342, 109ece5, 1b84957, 22589b1, 2ec3746, 12b97a, fc2e04, 1e49a73, 37f6783, 32f6a7a, 21ddec, 128f81c, 321af0b, 3dfb4ac, 2d2b4d4, f6589, 
1cb6fbe, 134ed86, 209e785, 1ae973a, 11a4342, 109ece5, 1b84957, 22589b1, 2ec3746, 12b97a, fc2e04, 1e49a73, 37f6783, 32f6a7a, 21ddec, 128f81c, 321af0b, 3dfb4ac, 2d2b4d4, f6589, 
1cb6fbe, 134ed86, 209e785, 1ae973a, 11a4342, 109ece5, 1b84957, 22589b1, 2ec3746, 12b97a, fc2e04, 1e49a73, 37f6783, 32f6a7a, 21ddec, 128f81c, 321af0b, 3dfb4ac, 2d2b4d4, f6589, 
1cb6fbe, 134ed86, 209e785, 1ae973a, 11a4342, 109ece5, 1b84957, 22589b1, 2ec3746, 12b97a, fc2e04, 1e49a73, 37f6783, 32f6a7a, 21ddec, 128f81c, 321af0b, 3dfb4ac, 2d2b4d4, f6589, 
