1041555, d93d1c, 11815c2, 120aa1d, 3e7e739, 368ba61, 3cf2a88, f5da6b, 1006b18, 7bb87, 11a8651, 20701a9, 3c35411, 219e785, 37e3521, 178408e, 31ee103, 11c4310, 1912840, 181f27, 
9eb083, 3fa8dbe, 2305c9d, 39a8364, 2fce543, 24fdd94, 29ac611, 2cb8541, 1144f6f, 179ed3, 288959f, 300b5d5, 3ec1d1f, 159933c, 207973f, 3be8bf0, 7e2675, 30e6cda, 36c22f1, cced4, 
9eb083, 3fa8dbe, 2305c9d, 39a8364, 2fce543, 24fdd94, 29ac611, 2cb8541, 1144f6f, 179ed3, 288959f, 300b5d5, 3ec1d1f, 159933c, 207973f, 3be8bf0, 7e2675, 30e6cda, 36c22f1, cced4, 
9eb083, 3fa8dbe, 2305c9d, 39a8364, 2fce543, 24fdd94, 29ac611, 2cb8541, 1144f6f, 179ed3, 288959f, 300b5d5, 3ec1d1f, 159933c, 207973f, 3be8bf0, 7e2675, 30e6cda, 36c22f1, cced4, 
Cycle counts:          69515599, 69048087, 68868714, 69106245, 68859888, 69008147, 68866916, 68976601, 68965051, 68971573, 68908161, 69032908, 68943102, 68926496, 68982117, 69029061, 69021387, 68996358, 69026318, 68944536, 
Branch dir mis:        1224056, 1223896, 1223924, 1223909, 1223923, 1223890, 1223900, 1223911, 1223903, 1223905, 1223909, 1223918, 1223918, 1223899, 1223917, 1223918, 1223892, 1223897, 1223916, 1223912, 
Branch target mis:    594099, 593894, 594069, 593883, 593933, 593905, 593910, 593931, 593933, 593901, 593930, 593910, 593906, 593925, 593896, 593908, 593938, 593885, 593903, 593924, 
Result: ec4ae19be8cceb01fb6ad4c9cbb47e9a5f347d4e0d8af1dd2b8ea20e72be4851
Expected result: ec4ae19be8cceb01fb6ad4c9cbb47e9a5f347d4e0d8af1dd2b8ea20e72be4851
258f967, 2d12a2d, 3a6a17c, 3ecc411, 1030436, 3817e65, 35659ba, 32f1273, 375c2ad, 952e1, 10596ca, 2f0c4a, 2e8a1b5, 16a8c9b, 2e103e5, 223f359, fa4f54, 195cd3f, 15f7f0f, 65359, 
258f967, 2d12a2d, 3a6a17c, 3ecc411, 1030436, 3817e65, 35659ba, 32f1273, 375c2ad, 952e1, 10596ca, 2f0c4a, 2e8a1b5, 16a8c9b, 2e103e5, 223f359, fa4f54, 195cd3f, 15f7f0f, 65359, 
258f967, 2d12a2d, 3a6a17c, 3ecc411, 1030436, 3817e65, 35659ba, 32f1273, 375c2ad, 952e1, 10596ca, 2f0c4a, 2e8a1b5, 16a8c9b, 2e103e5, 223f359, fa4f54, 195cd3f, 15f7f0f, 65359, 
258f967, 2d12a2d, 3a6a17c, 3ecc411, 1030436, 3817e65, 35659ba, 32f1273, 375c2ad, 952e1, 10596ca, 2f0c4a, 2e8a1b5, 16a8c9b, 2e103e5, 223f359, fa4f54, 195cd3f, 15f7f0f, 65359, 
258f967, 2d12a2d, 3a6a17c, 3ecc411, 1030436, 3817e65, 35659ba, 32f1273, 375c2ad, 952e1, 10596ca, 2f0c4a, 2e8a1b5, 16a8c9b, 2e103e5, 223f359, fa4f54, 195cd3f, 15f7f0f, 65359, 
258f967, 2d12a2d, 3a6a17c, 3ecc411, 1030436, 3817e65, 35659ba, 32f1273, 375c2ad, 952e1, 10596ca, 2f0c4a, 2e8a1b5, 16a8c9b, 2e103e5, 223f359, fa4f54, 195cd3f, 15f7f0f, 65359, 
258f967, 2d12a2d, 3a6a17c, 3ecc411, 1030436, 3817e65, 35659ba, 32f1273, 375c2ad, 952e1, 10596ca, 2f0c4a, 2e8a1b5, 16a8c9b, 2e103e5, 223f359, fa4f54, 195cd3f, 15f7f0f, 65359, 
258f967, 2d12a2d, 3a6a17c, 3ecc411, 1030436, 3817e65, 35659ba, 32f1273, 375c2ad, 952e1, 10596ca, 2f0c4a, 2e8a1b5, 16a8c9b, 2e103e5, 223f359, fa4f54, 195cd3f, 15f7f0f, 65359, 
258f967, 2d12a2d, 3a6a17c, 3ecc411, 1030436, 3817e65, 35659ba, 32f1273, 375c2ad, 952e1, 10596ca, 2f0c4a, 2e8a1b5, 16a8c9b, 2e103e5, 223f359, fa4f54, 195cd3f, 15f7f0f, 65359, 
258f967, 2d12a2d, 3a6a17c, 3ecc411, 1030436, 3817e65, 35659ba, 32f1273, 375c2ad, 952e1, 10596ca, 2f0c4a, 2e8a1b5, 16a8c9b, 2e103e5, 223f359, fa4f54, 195cd3f, 15f7f0f, 65359, 
258f967, 2d12a2d, 3a6a17c, 3ecc411, 1030436, 3817e65, 35659ba, 32f1273, 375c2ad, 952e1, 10596ca, 2f0c4a, 2e8a1b5, 16a8c9b, 2e103e5, 223f359, fa4f54, 195cd3f, 15f7f0f, 65359, 
258f967, 2d12a2d, 3a6a17c, 3ecc411, 1030436, 3817e65, 35659ba, 32f1273, 375c2ad, 952e1, 10596ca, 2f0c4a, 2e8a1b5, 16a8c9b, 2e103e5, 223f359, fa4f54, 195cd3f, 15f7f0f, 65359, 
258f967, 2d12a2d, 3a6a17c, 3ecc411, 1030436, 3817e65, 35659ba, 32f1273, 375c2ad, 952e1, 10596ca, 2f0c4a, 2e8a1b5, 16a8c9b, 2e103e5, 223f359, fa4f54, 195cd3f, 15f7f0f, 65359, 
258f967, 2d12a2d, 3a6a17c, 3ecc411, 1030436, 3817e65, 35659ba, 32f1273, 375c2ad, 952e1, 10596ca, 2f0c4a, 2e8a1b5, 16a8c9b, 2e103e5, 223f359, fa4f54, 195cd3f, 15f7f0f, 65359, 
258f967, 2d12a2d, 3a6a17c, 3ecc411, 1030436, 3817e65, 35659ba, 32f1273, 375c2ad, 952e1, 10596ca, 2f0c4a, 2e8a1b5, 16a8c9b, 2e103e5, 223f359, fa4f54, 195cd3f, 15f7f0f, 65359, 
258f967, 2d12a2d, 3a6a17c, 3ecc411, 1030436, 3817e65, 35659ba, 32f1273, 375c2ad, 952e1, 10596ca, 2f0c4a, 2e8a1b5, 16a8c9b, 2e103e5, 223f359, fa4f54, 195cd3f, 15f7f0f, 65359, 
258f967, 2d12a2d, 3a6a17c, 3ecc411, 1030436, 3817e65, 35659ba, 32f1273, 375c2ad, 952e1, 10596ca, 2f0c4a, 2e8a1b5, 16a8c9b, 2e103e5, 223f359, fa4f54, 195cd3f, 15f7f0f, 65359, 
258f967, 2d12a2d, 3a6a17c, 3ecc411, 1030436, 3817e65, 35659ba, 32f1273, 375c2ad, 952e1, 10596ca, 2f0c4a, 2e8a1b5, 16a8c9b, 2e103e5, 223f359, fa4f54, 195cd3f, 15f7f0f, 65359, 
258f967, 2d12a2d, 3a6a17c, 3ecc411, 1030436, 3817e65, 35659ba, 32f1273, 375c2ad, 952e1, 10596ca, 2f0c4a, 2e8a1b5, 16a8c9b, 2e103e5, 223f359, fa4f54, 195cd3f, 15f7f0f, 65359, 
258f967, 2d12a2d, 3a6a17c, 3ecc411, 1030436, 3817e65, 35659ba, 32f1273, 375c2ad, 952e1, 10596ca, 2f0c4a, 2e8a1b5, 16a8c9b, 2e103e5, 223f359, fa4f54, 195cd3f, 15f7f0f, 65359, 
258f967, 2d12a2d, 3a6a17c, 3ecc411, 1030436, 3817e65, 35659ba, 32f1273, 375c2ad, 952e1, 10596ca, 2f0c4a, 2e8a1b5, 16a8c9b, 2e103e5, 223f359, fa4f54, 195cd3f, 15f7f0f, 65359, 
Cycle counts:          69453964, 69070156, 69026896, 69075053, 69029838, 69036938, 69011270, 69093292, 69010321, 68947335, 68986163, 69046794, 69028544, 69052775, 68974688, 69053256, 68983448, 69001749, 69005739, 69012826, 
Branch dir mis:        1220072, 1219924, 1219929, 1219924, 1219932, 1219926, 1219927, 1219937, 1219943, 1219934, 1219916, 1219921, 1219943, 1219927, 1219923, 1219930, 1219941, 1219926, 1219936, 1219928, 
Branch target mis:    596644, 596420, 596389, 596461, 596426, 596425, 596453, 596439, 596420, 596445, 596443, 596446, 596468, 596412, 596446, 596450, 596437, 596429, 596422, 596456, 
Result: 5016d1c535c29f60d634c2e48210018c57a09df78f37afc4c953108b6627e13c
Expected result: 5016d1c535c29f60d634c2e48210018c57a09df78f37afc4c953108b6627e13c
110276d, 166ee1f, 12a2d3e, 7cf82d, cc7da3, 1a4422f, 189b6ef, 11ca056, 1f53670, 9f515, 3e32d81, 212989d, 10db419, 28249a1, 3e9c595, bd1480, 14ff58a, 220475f, 23383b3, 1b30f2, 
1234cc7, 2c65b82, 2877713, 8d4ec0, 1e95f81, 202e12e, 2f21278, 30f7645, 40a2aa, 99d77, 6956e3, 17a684b, 1b1ae5, 102c669, 210e27f, 978c75, 332e63f, 281ac50, 1a68299, 10ef2a, 
1234cc7, 2c65b82, 2877713, 8d4ec0, 1e95f81, 202e12e, 2f21278, 30f7645, 40a2aa, 99d77, 6956e3, 17a684b, 1b1ae5, 102c669, 210e27f, 978c75, 332e63f, 281ac50, 1a68299, 10ef2a, 
1234cc7, 2c65b82, 2877713, 8d4ec0, 1e95f81, 202e12e, 2f21278, 30f7645, 40a2aa, 99d77, 6956e3, 17a684b, 1b1ae5, 102c669, 210e27f, 978c75, 332e63f, 281ac50, 1a68299, 10ef2a, 
1234cc7, 2c65b82, 2877713, 8d4ec0, 1e95f81, 202e12e, 2f21278, 30f7645, 40a2aa, 99d77, 6956e3, 17a684b, 1b1ae5, 102c669, 210e27f, 978c75, 332e63f, 281ac50, 1a68299, 10ef2a, 
1234cc7, 2c65b82, 2877713, 8d4ec0, 1e95f81, 202e12e, 2f21278, 30f7645, 40a2aa, 99d77, 6956e3, 17a684b, 1b1ae5, 102c669, 210e27f, 978c75, 332e63f, 281ac50, 1a68299, 10ef2a, 
1234cc7, 2c65b82, 2877713, 8d4ec0, 1e95f81, 202e12e, 2f21278, 30f7645, 40a2aa, 99d77, 6956e3, 17a684b, 1b1ae5, 102c669, 210e27f, 978c75, 332e63f, 281ac50, 1a68299, 10ef2a, 
1234cc7, 2c65b82, 2877713, 8d4ec0, 1e95f81, 202e12e, 2f21278, 30f7645, 40a2aa, 99d77, 6956e3, 17a684b, 1b1ae5, 102c669, 210e27f, 978c75, 332e63f, 281ac50, 1a68299, 10ef2a, 
1234cc7, 2c65b82, 2877713, 8d4ec0, 1e95f81, 202e12e, 2f21278, 30f7645, 40a2aa, 99d77, 6956e3, 17a684b, 1b1ae5, 102c669, 210e27f, 978c75, 332e63f, 281ac50, 1a68299, 10ef2a, 
